,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Date
0,PowerShares DWA Consumer Cyclicals Momentum Portfo,50.33,48.67 - 49.76,,49.14,27.77 - 57.47,0.19,5725.0,55940000.0,0.36%,7572.0,,1.07,- 13.7%,1100000.0,Equity,2020-07-14
0,PowerShares International Corporate Bond,27.14,27.08 - 27.18,,27.08,20.06 - 28.69,,2073.0,,,16163.0,165800000.0,,2.41%,,,2020-07-14
0,Invesco S and P 500 Value with Momentum,32.8,33.06 - 33.37,,33.12,23.31 - 43.85,,5290.0,,,15891.0,63170000.0,,- 18.29%,,Equity,2020-07-14
0,PowerShares Dynamic Networking,66.11,65.34 - 67.09,15.23%,65.34,43.05 - 68.78,,1802.0,52880000.0,0.11%,4047.0,27560000.0,1.13,9.84%,800000.0,Equity,2020-07-14
0,PowerShares KBW Regional Banking Portfolio,33.98,32.89 - 33.47,,33.46,26.64 - 55.11,,3285.0,,,6276.0,,,- 32.63%,,Equity,2020-07-14
0,PowerShares FTSE International Low Beta Equal Weig,25.73,25.73 - 25.73,,25.73,18.34 - 28.92,,,,,7906.0,152610000.0,,- 8.34%,,Equity,2020-07-14
0,PowerShares S&P SmallCap Utilities,48.21,48.21 - 49.39,,48.75,39.63 - 57.21,,,,,3051.0,44750000.0,,- 7.56%,,Equity,2020-07-14
0,PowerShares DWA Energy Momentum Portfolio,14.01,13.9 - 14.6,,13.9,9 - 29.15,0.61,42318.0,66819999.99999999,0.99%,37955.0,,1.27,- 50.06%,2100000.0,Equity,2020-07-14
0,PowerShares Dynamic Food & Beverage,31.5,31.55 - 32.13,13.55%,31.55,24.44 - 35.79,0.42,3324.0,66150000.00000001,1.31%,12332.0,267610000.0,0.67,- 5.83%,2100000.0,Equity,2020-07-14
0,PowerShares Dynamic Media,33.1,32.55 - 33.51,12.72%,32.92,20.46 - 36.02,0.18,5447.0,33100000.0,0.47%,11775.0,148550000.0,1.22,- 5.4%,1000000.0,Equity,2020-07-14
0,PowerShares DWA Industrials Momentum Portfolio,67.11,67.03 - 68.59,,67.03,46.67 - 74.32,0.15,4857.0,99750000.0,0.18%,6266.0,,1.23,0.12%,1850000.0,Equity,2020-07-14
0,PowerShares PureBeta US Aggregate Bond Portfolio,27.02,27.05 - 27.09,,27.09,25.25 - 27.23,,5318.0,,,13595.0,,,6.85%,,,2020-07-14
0,BLDRS Emerging Markets 50 ADR,43.09,42.46 - 43.37,,42.64,29.26 - 46.11,,3753.0,143340000.0,2.02%,5920.0,128680000.0,1.16,6.43%,3800000.0,Equity,2020-07-14
0,Invesco S and P MidCap Quality,53.2,52 - 52.79,,52.2,33.64 - 55.71,,2084.0,,,9440.0,25730000.0,,4.65%,,Equity,2020-07-14
0,PowerShares Dynamic Leisure & Entertainment,29.27,28.95 - 29.49,9.14%,29.09,17.6 - 45.87,0.3,63511.0,234160000.0,0.65%,300812.0,193150000.0,1.3,- 34.03%,8000000.0,Equity,2020-07-14
0,PowerShares S&P SmallCap Industrials,57.32,57.8 - 58.65,,58.0,40.03 - 74.23,,1697.0,,,4482.0,83260000.0,,- 11.55%,,Equity,2020-07-14
0,PowerShares S&P SmallCap Materials,37.97,37.77 - 39.31,,37.77,25.76 - 48.2,,2254.0,,,3121.0,99480000.0,,- 11.1%,,Equity,2020-07-14
0,PowerShares S&P EM Momentum Port,15.02,13.52 - 15.22,,13.52,10.03 - 18.08,,4526.0,,,3352.0,1590000.0,,- 10.47%,,Equity,2020-07-14
0,Invesco S and P MidCap Value with Momentum,26.24,25.89 - 26.65,13.25%,25.89,17.03 - 36.05,0.37,7175.0,43290000.0,2.06%,10008.0,52220000.0,1.14,- 17.77%,1650000.0,Equity,2020-07-14
0,PowerShares DB Silver,27.96,28.04 - 28.15,,28.04,17 - 28.58,,572.0,,,2189.0,27600000.0,,24.83%,,Commodity,2020-07-14
0,PowerShares Russell Top 200 Equal Weight,56.85,56.71 - 57.75,9.8%,56.71,40.42 - 63.69,0.71,1017.0,59690000.0,2.48%,2458.0,42340000.0,1.03,- 0.09%,1050000.0,Equity,2020-07-14
0,PowerShares DWA Basic Materials Momentum Portfolio,51.77,51.77 - 52.78,,52.43,34.23 - 63.15,0.48,,84180000.0,1.06%,2721.0,,1.35,- 12.95%,1500000.0,Equity,2020-07-14
0,PowerShares PureBeta MSCI USA Portfolio,31.76,31.78 - 32.13,,31.78,22.26 - 33.95,,1099.0,,,2724.0,,,6.97%,,Equity,2020-07-14
0,PowerShares Dynamic Market,89.16,88.75 - 90.91,5.09%,88.75,62.1 - 102.74,0.71,448.0,120360000.0,1.47%,2898.0,157920000.0,1.06,- 9.72%,1350000.0,Equity,2020-07-14
0,PowerShares S&P SmallCap Consumer Discretionary,53.33,53.02 - 54.43,,53.02,29.28 - 65.59,,5964.0,,,7734.0,60400000.0,,- 8.63%,,Equity,2020-07-14
0,PowerShares S&P SmallCap Quality Portfolio,24.67,24.75 - 24.96,,24.75,18.7 - 29.59,,325.0,,,795.0,,,- 8.13%,,Equity,2020-07-14
0,PowerShares S&P International Developed High Divid,22.82,23.22 - 23.27,,23.22,17.38 - 29.17,,1122.0,,,5069.0,,,- 17.92%,,Equity,2020-07-14
0,PowerShares PureBeta FTSE Developed ex-North Ameri,22.77,22.93 - 23.1,,22.93,16.88 - 25.64,,593.0,,,978.0,,,- 3.95%,,Equity,2020-07-14
0,PowerShares PureBeta MSCI USA Small Cap Portfolio,24.34,24.66 - 24.66,,24.66,16.81 - 29.33,,94.0,,,659.0,,,- 9.37%,,Equity,2020-07-14
0,PowerShares S&P Int Dev Momentum Port,28.46,28.65 - 29.22,,28.67,19.72 - 29.25,,16730.0,,,999.0,2370000.0,,8.21%,,Equity,2020-07-14
0,PowerShares PureBeta FTSE EM Portfolio,24.1,24.25 - 24.25,,24.25,17.42 - 26.2,,18.0,,,439.0,,,- 0.72%,,Equity,2020-07-14
0,PowerShares DB G10 Currency Harvest,23.71,23.5 - 23.58,4.88%,23.58,20.06 - 24.67,0.28,3077.0,14230000.0,1.45%,983.0,24370000.0,0.26,- 4.24%,600040.0,Currency,2020-07-14
0,DB Gold Short Exp 15 Feb 2038,10.34,10.3 - 10.33,,10.33,10.24 - 13.39,,2086.0,,,2941.0,17720000.0,,- 21.55%,,Commodity,2020-07-14
0,PowerShares PureBeta 0-5 US TIPS Portfolio,25.5,25.5 - 25.51,,25.51,23.97 - 25.54,,811.0,,,2441.0,,,2.29%,,,2020-07-14
0,PowerShares S&P SmallCap Consumer Staples,73.05,73.77 - 73.95,,73.77,55.25 - 80.82,,495.0,,,5646.0,59330000.0,,2.38%,,Equity,2020-07-14
0,Principal Millennials,44.15,43.82 - 44.14,,43.82,26.83 - 45.79,,1498.0,,,2359.0,6350000.0,,11.8%,,Equity,2020-07-14
0,Principal EDGE Active Income,36.24,36.18 - 36.43,,36.18,28 - 41.36,,1413.0,,,3166.0,281900000.0,,- 9.36%,,,2020-07-14
0,Principal Shareholder Yield,27.07,27.07 - 27.51,,27.37,18.78 - 34.78,,,,,17839.0,7080000.0,,- 16.24%,,Equity,2020-07-14
0,Principal Healthcare Innovators,44.74,44.01 - 47.52,,46.45,25.34 - 47.52,,11267.0,,,19368.0,6330000.0,,34.48%,,Equity,2020-07-14
0,Principal International Multi-Factor Core,23.85,23.85 - 23.95,,23.95,17.86 - 26.58,,,,,612.0,,,,,Equity,2020-07-14
0,Principal U.S. Large-Cap Multi-Factor Core Index,26.0,26.03 - 26.34,,26.03,18.95 - 27.86,,205.0,,,618.0,,,,,Equity,2020-07-14
0,Principal U.S. Small-MidCap Multi-Factor Core,21.81,21.81 - 23.39,,22.29,15.33 - 26.85,,,,,684.0,,,,,Equity,2020-07-14
0,Procure Space,19.45,19.75 - 19.75,,19.46,14.23 - 28.94,,12844.0,,,25287.0,,,,,Equity,2020-07-14
0,ProShares UltraPro QQQ,110.85,103.39 - 113.72,,107.59,32.27 - 125.9,,57468852.0,,,39478654.0,1069000000.0,,61.85%,,Equity,2020-07-14
0,ProShares UltraPro Short QQQ,6.56,6.39 - 7.01,,6.75,5.78 - 39.29,,209166762.0,,,74795909.0,553650000.0,,- 79.48%,,Equity,2020-07-14
0,ProShares Ultra VIX Short-Term Futures,34.56,31.39 - 35.62,,34.52,10.4 - 135,,61023120.0,,,18099562.0,331930000.0,,22.83%,,Other,2020-07-14
0,ProShares UltraShort S&P500,18.59,18.07 - 18.93,- 19.37%,18.78,17.7 - 44.4,,24984603.0,1370000000.0,2.28%,18550688.0,1620000000.0,- 1.69,- 38.04%,73546067.0,Equity,2020-07-14
0,ProShares UltraPro Short S&P500,11.05,10.59 - 11.36,,11.21,10.27 - 43.68,,55756684.0,,,41329959.0,717210000.0,,- 58.84%,,Equity,2020-07-14
0,ProShares Short S&P500,21.9,21.59 - 22.1,,22.01,21.37 - 33.19,,19193561.0,,,16794321.0,1741000000.0,,- 16.76%,,Equity,2020-07-14
0,ProShares UltraShort 20+ Year Treasury,15.27,15.05 - 15.26,,15.09,14.51 - 29.89,,657933.0,,,1434944.0,2123000000.0000002,,- 48.65%,,,2020-07-14
0,ProShares UltraShort Bloomberg Crude Oil,17.58,16.86 - 18,,17.92,11.17 - 67.35,,4078245.0,,,5691056.0,229120000.0,,6.02%,,Commodity,2020-07-14
0,ProShares UltraPro S&P500,46.97,45.7 - 48.95,,46.25,17.51 - 80.87,,11235003.0,,,12271444.0,756520000.0,,- 16.48%,,Equity,2020-07-14
0,ProShares VIX Short-Term Futures,28.93,27.17 - 29.52,,28.93,10.8 - 64.56,,8346630.0,,,3896572.0,141010000.0,,45.59%,,Other,2020-07-14
0,ProShares UltraShort QQQ,11.54,11.34 - 12.06,- 43.01%,11.77,10.61 - 33.94,,28594040.0,246310000.0,4.7%,10093208.0,823450000.0,- 1.74,- 60.85%,21344232.0,Equity,2020-07-14
0,ProShares Ultra Bloomberg Crude Oil,29.45,28.71 - 30.68,,28.86,11 - 553.25,,6468553.0,,,15770321.0,798560000.0,,- 93.98%,,Commodity,2020-07-14
0,ProShares Short QQQ,18.14,17.99 - 18.55,,18.32,17.4 - 29.7,,12437760.0,,,5707446.0,296600000.0,,- 33.77%,,Equity,2020-07-14
0,ProShares Short VIX Short-Term Futures,30.68,30.36 - 31.6,,30.69,24.02 - 69.79,,4756196.0,,,3982838.0,344960000.0,,- 45%,,Other,2020-07-14
0,ProShares UltraPro Short Dow 30,22.99,21.43 - 23.28,,23.15,20.68 - 95.94,,20186788.0,,,16433597.0,226130000.0,,- 52.62%,,Equity,2020-07-14
0,ProShares Short 20+ Yr Treasury,15.15,15.04 - 15.14,,15.06,14.36 - 20.73,,1420764.0,,,700718.0,755310000.0,,- 26.68%,,,2020-07-14
0,ProShares Ultra S&P500,130.14,127.72 - 133.74,39.52%,128.8,64.83 - 166.5,0.16,2354988.0,2460000000.0,0.56%,3351473.0,2460000000.0,2.06,0.76%,18900000.0,Equity,2020-07-14
0,ProShares UltraShort Russell2000,10.86,10.48 - 11,,10.89,9.44 - 30.08,,4248354.0,,,4459930.0,152590000.0,,- 29.22%,,Equity,2020-07-14
0,ProShares Ultra Bloomberg Natural Gas,27.91,27.3 - 28.75,,27.59,3.95 - 60.73,,961814.0,,,342211.0,39970000.0,,87.34%,,Commodity,2020-07-14
0,ProShares UltraShort Dow30,18.26,17.42 - 18.39,,18.33,16.85 - 44.54,,9355586.0,,,3934470.0,251490000.0,,- 30.65%,,Equity,2020-07-14
0,ProShares Ultra QQQ,161.11,153.91 - 163.87,36.72%,157.97,68.03 - 175.36,0.05,2685922.0,2830000000.0,0.06%,1733093.0,493450000.0,2.22,58.04%,17550000.0,Equity,2020-07-14
0,ProShares UltraPro Short Russell2000,11.5,10.9 - 11.71,,11.55,9.5 - 60.28,,17397230.0,,,7902013.0,94570000.0,,- 53.61%,,Equity,2020-07-14
0,ProShares UltraPro Dow30,65.05,64.24 - 69.46,,64.61,25.32 - 137.44,,4753359.0,,,5830768.0,177730000.0,,- 38.12%,,Equity,2020-07-14
0,ProShares Short Dow30,47.16,46.09 - 47.33,,47.27,45.13 - 71.9,,2170872.0,,,1933474.0,268089999.99999997,,- 11.16%,,Equity,2020-07-14
0,ProShares Short Russell2000,37.05,36.32 - 37.27,,37.09,34.32 - 59.19,,3446430.0,,,3520869.0,311220000.0,,- 8.86%,,Equity,2020-07-14
0,ProShares Ultra Dow30,41.25,40.97 - 43.15,,41.12,21.05 - 59.63,,1762098.0,,,1217875.0,317570000.0,,- 16.24%,,Equity,2020-07-14
0,ProShares Ultra Silver,32.09,31.7 - 32.87,,31.84,12.66 - 39.66,,1015335.0,,,605909.0,315390000.0,,32.17%,,Commodity,2020-07-14
0,ProShares S&P 500 Dividend Aristocrats,67.84,67.58 - 69.23,,67.71,48.65 - 76.58,,493736.0,,,666337.0,2760000000.0,,- 2.01%,,Equity,2020-07-14
0,ProShares UltraPro Russell2000,29.93,29.36 - 31.47,,29.84,11.8 - 92.34,,1875173.0,,,2482318.0,137790000.0,,- 56.9%,,Equity,2020-07-14
0,ProShares Ultra Oil & Gas,66.01,64.88 - 70.92,,65.04,3.88 - 278.4,,134227.0,,,156583.0,166680000.0,,- 74.66%,,Equity,2020-07-14
0,ProShares Ultra Russell2000,46.01,45.5 - 47.67,,46.04,23.2 - 81.18,,583755.0,,,757155.0,202670000.0,,- 30.51%,,Equity,2020-07-14
0,ProShares UltraShort MSCI Brazil Capped,15.85,14.93 - 16.24,,16.14,13.98 - 54.99,,966484.0,,,658043.0,36690000.0,,- 30.45%,,Equity,2020-07-14
0,ProShares Ultra Nasdaq Biotechnology,72.94,70.9 - 76.43,,72.59,35.5 - 78.9,,453329.0,,,327531.0,418950000.0,,56.3%,,Equity,2020-07-14
0,ProShares Short MSCI Emerging Markets,15.98,15.92 - 16.2,,16.16,15.63 - 23.9,,492917.0,,,523398.0,198050000.0,,- 12.66%,,Equity,2020-07-14
0,ProShares Russell 2000 Dividend Gro,46.59,46.33 - 47.24,,46.47,39.47 - 62.93,,73502.0,,,87357.0,403610000.0,,- 20.29%,,Equity,2020-07-14
0,ProShares Ultra Gold,65.24,64.66 - 65.88,,64.78,42.98 - 67.05,,247630.0,,,140048.0,110530000.0,,49.48%,,Commodity,2020-07-14
0,ProShares UltraShort Bloomberg Natural Gas,65.39,63.29 - 66.78,,66.08,21.59 - 87.26,,257664.0,,,120061.0,6980000.0,,133.21%,,Commodity,2020-07-14
0,ProShares UltraPro Short 20+ Year Treasury,27.38,26.75 - 27.27,,26.81,6.01 - 35.87,,38372.0,,,31807.0,99000000.0,,38.45%,,,2020-07-14
0,ProShares UltraShort Silver,17.8,17.43 - 17.97,,17.96,17.24 - 56.62,,166184.0,,,83492.0,19360000.0,,- 53.8%,,Commodity,2020-07-14
0,ProShares Ultra MidCap400,27.95,27.54 - 28.83,,27.9,13.47 - 47.08,,98519.0,,,134452.0,145310000.0,,- 29.69%,,Equity,2020-07-14
0,ProShares UltraShort Gold,35.23,34.87 - 35.4,,35.36,34.42 - 61.92,,34901.0,,,44121.0,39280000.0,,- 42.38%,,Commodity,2020-07-14
0,ProShares Short High Yield,20.68,20.51 - 20.69,,20.67,20.13 - 26.1,,184695.0,,,258903.0,109340000.0,,- 4.07%,,,2020-07-14
0,ProShares Ultra Financials,29.01,28.58 - 29.67,,28.89,16.81 - 57.92,,84300.0,,,170672.0,806860000.0,,- 36.93%,,Equity,2020-07-14
0,ProShares Ultra Semiconductors,61.9,59.59 - 64.15,,60.74,25.62 - 73.41,,83122.0,,,48912.0,34470000.0,,43.81%,,Equity,2020-07-14
0,ProShares Ultra Technology,195.67,187.91 - 199.79,,192.0,82.01 - 211.55,,95378.0,,,71060.0,132440000.0,,55.2%,,Equity,2020-07-14
0,ProShares Ultra Real Estate,51.46,51.19 - 52.47,,51.29,28.48 - 100.9,,38123.0,,,31798.0,181620000.0,,- 34.99%,,Other,2020-07-14
0,ProShares UltraShort Oil and Gas,46.14,42.77 - 47.12,,46.59,29.43 - 184.95,,96201.0,,,105477.0,40640000.0,,11.05%,,Equity,2020-07-14
0,ProShares VIX Mid Term Futures,42.6,40.8 - 43.1,,42.74,19.68 - 50.9,,163152.0,,,63880.0,40650000.0,,96.82%,,Other,2020-07-14
0,ProShares SP MidCap 400 Dividend,51.83,51.56 - 52.51,,51.77,38.03 - 61.37,,51403.0,,,94074.0,381150000.0,,- 10.51%,,Equity,2020-07-14
0,ProShares Large Cap Core Plus,71.49,71.06 - 72.53,,71.2,50.11 - 80.51,,11941.0,,,27078.0,556200000.0,,0.6%,,Equity,2020-07-14
0,ProShares UltraShort Nasdaq Biotechnology,7.96,7.6 - 8.19,,8.03,7.36 - 21.45,,454206.0,,,233149.0,52490000.0,,- 57.6%,,Equity,2020-07-14
0,ProShares Investment Grade-Interest Rate Hedged,70.7,71.09 - 71.85,,71.14,56.11 - 77.72,,33801.0,,,19917.0,190460000.0,,- 4.61%,,,2020-07-14
0,ProShares UltraShort FTSE China 50,39.99,40.28 - 41.44,,41.43,36.94 - 82.65,,155172.0,,,71910.0,45600000.0,,- 34.23%,,Equity,2020-07-14
0,ProShares UltraShort Euro,26.13,25.9 - 26.08,,26.07,24.48 - 29.95,,26413.0,,,89660.0,305210000.0,,0.19%,,Currency,2020-07-14
0,ProShares Ultra Basic Materials,48.16,48.73 - 50.9,,48.73,21.42 - 63.75,,3277.0,,,6403.0,59580000.0,,- 14.42%,,Equity,2020-07-14
0,ProShares UltraShort Real Estate,16.41,16.07 - 16.53,,16.48,13.74 - 39.56,,585671.0,,,387988.0,33280000.0,,- 22.33%,,Other,2020-07-14
0,ProShares Ultra FTSE Europe,38.87,39.79 - 40.33,,39.79,20.11 - 56.52,,317.0,,,2325.0,9760000.0,,- 17.34%,,Equity,2020-07-14
0,ProShares MSCI EAFE Dividend Growers,37.08,37.19 - 37.71,,37.33,27.35 - 41.49,,6042.0,,,11267.0,38970000.0,,- 0.16%,,Equity,2020-07-14
0,ProShares Ultra Utilities,47.88,48.73 - 48.98,,48.73,29.22 - 82.73,,825.0,,,5655.0,10860000.0,,- 21.06%,,Equity,2020-07-14
0,ProShares UltraShort Industrials,9.07,8.71 - 9.23,,9.23,7.91 - 24.61,,14862.0,,,30468.0,3430000.0,,- 29.99%,,Equity,2020-07-14
0,ProShares UltraShort Financials,12.71,12.45 - 12.92,- 21.63%,12.84,10.53 - 30.35,,223998.0,41240000.0,1.17%,303354.0,497850000.0,- 1.9,- 23.51%,3244832.0,Equity,2020-07-14
0,ProShares UltraShort MSCI Emerging Markets,27.98,27.8 - 28.76,,28.67,27.05 - 65.06,,22944.0,,,36746.0,37000000.0,,- 31.68%,,Equity,2020-07-14
0,ProShares K-1 Free Crude Oil Strategy,37.09,36.65 - 37.85,,36.68,22.01 - 115.05,,61504.0,,,130249.0,,,- 64.97%,,Commodity,2020-07-14
0,ProShares UltraShort Technology,6.09,5.94 - 6.31,,6.21,5.63 - 19,,56284.0,,,36300.0,3610000.0,,- 64.09%,,Equity,2020-07-14
0,ProShares Online Retail,56.29,53.95 - 56.4,,55.83,28.5 - 59.49,,139862.0,,,101535.0,,,45.18%,,Equity,2020-07-14
0,ProShares Ultra FTSE China 50,64.3,61.83 - 63.57,,62.01,37.33 - 72.68,,9820.0,,,6650.0,30060000.0,,- 2.66%,,Equity,2020-07-14
0,ProShares UltraPro Short MidCap400,16.28,15.47 - 16.51,,16.38,5.74 - 51.2,,49238.0,,,109964.0,3390000.0,,99.74%,,Equity,2020-07-14
0,ProShares UltraShort MidCap400,12.27,11.86 - 12.33,,12.32,10.31 - 34.17,,8299.0,,,52481.0,5010000.0,,- 26.65%,,Equity,2020-07-14
0,ProShares UltraShort Basic Materials,17.32,16.45 - 16.99,,16.99,16.45 - 51.45,,1805.0,,,7693.0,7500000.0,,- 36.51%,,Equity,2020-07-14
0,ProShares S&P 500 Bond,93.26,93.4 - 93.64,,93.4,70 - 93.76,,6245.0,,,3832.0,,,9.88%,,,2020-07-14
0,ProShares Ultra Euro,13.8,13.9 - 14.04,,13.9,12.25 - 14.28,,13722.0,,,5716.0,12370000.0,,- 0.99%,,Currency,2020-07-14
0,ProShares UltraShort Utilities,11.85,11.61 - 11.74,,11.63,10.34 - 25.34,,2497.0,,,12741.0,10000000.0,,- 31.14%,,Equity,2020-07-14
0,ProShares UltraShort 7-10 Year Treasury,15.2,15.15 - 15.2,,15.15,15.15 - 19.71,,11099.0,,,14414.0,149060000.0,,- 22.8%,,,2020-07-14
0,ProShares Ultra Health Care,119.59,119.09 - 124.76,,119.09,63.45 - 134.9,,9626.0,,,9130.0,76000000.0,,18.63%,,Equity,2020-07-14
0,ProShares DJ Brookfield Global Infr,39.11,39.07 - 39.63,,39.07,29.49 - 49.02,,11457.0,,,26022.0,39070000.0,,- 13.7%,,Equity,2020-07-14
0,ProShares Short MSCI EAFE,24.67,24.32 - 24.6,,24.59,23.94 - 36.32,,61001.0,,,121206.0,42390000.0,,- 6.02%,,Equity,2020-07-14
0,ProShares UltraShort Yen,73.5,73.42 - 73.67,,73.67,64.92 - 81.76,,748.0,,,4033.0,270260000.0,,- 0.15%,,Currency,2020-07-14
0,ProShares Short Financials,20.06,19.87 - 20.24,,20.15,18.17 - 30,,101656.0,,,117895.0,23300000.0,,- 4.7%,,Equity,2020-07-14
0,ProShares Hedge Replication,45.81,45.72 - 46.19,,45.89,37.63 - 47.71,,19046.0,,,8057.0,34660000.0,,0.68%,,Other,2020-07-14
0,ProShares Short FTSE China 50,16.07,16.13 - 16.36,,16.32,15.54 - 22.43,,15474.0,,,9552.0,11410000.0,,- 14.77%,,Equity,2020-07-14
0,ProShares Ultra 20+ Year Treasury,138.33,138.83 - 140.36,,140.36,88.69 - 165.02,,6999.0,,,16001.0,37120000.0,,56.2%,,,2020-07-14
0,ProShares UltraShort Semiconductors,6.86,6.58 - 7.03,,6.91,6.33 - 26.2,,65151.0,3240000.0,,43112.0,9110000.0,- 2.31,- 71.45%,300984.0,Equity,2020-07-14
0,ProShares Ultra 7-10 Year Treasury,76.14,76.14 - 76.37,,76.24,51.56 - 80.86,,4292.0,,,16595.0,56660000.0,,24.29%,,,2020-07-14
0,ProShares Short Real Estate,13.02,12.88 - 13.07,,13.07,11.85 - 19.63,,64714.0,,,106591.0,16469999.999999998,,- 5.21%,,Other,2020-07-14
0,ProShares Inflation Expectations,24.61,24.55 - 24.69,,24.69,20.77 - 27.32,,248.0,,,3092.0,47890000.0,,- 10.17%,,Other,2020-07-14
0,ProShares UltraShort FTSE Europe,24.33,23.36 - 24.36,,24.36,23.36 - 56.6,,4740.0,,,18927.0,40690000.0,,- 23.03%,,Equity,2020-07-14
0,ProShares Pet Care,50.35,49.98 - 51.17,,50.13,31.35 - 51.8,,31265.0,,,21465.0,,,18.28%,,Equity,2020-07-14
0,ProShares High Yield Interest Rate,58.46,58.67 - 59,,59.0,48.37 - 66.5,,10608.0,,,6867.0,109790000.0,,- 10.58%,,,2020-07-14
0,ProShares Ultra MSCI Emerging Markets,66.06,64.45 - 66.51,,64.45,33.37 - 85.59,,3162.0,,,5514.0,23870000.0,,- 9.41%,,Equity,2020-07-14
0,ProShares UltraShort MSCI Japan,22.78,22.43 - 22.68,,22.68,21.57 - 43.65,,1686.0,,,10730.0,11400000.0,,- 20.97%,,Equity,2020-07-14
0,ProShares Ultra Yen,56.05,56.01 - 56.06,,56.04,52.08 - 63.84,,313.0,,,464.0,6030000.0,,- 3.23%,,Currency,2020-07-14
0,ProShares Ultra MSCI Brazil Capped,24.36,23.87 - 25.78,,23.89,12.29 - 94.4,,11501.0,,,16051.0,18840000.0,,- 70.4%,,Equity,2020-07-14
0,ProShares Ultra Industrials,60.14,60.16 - 62.45,,60.16,30.64 - 93.73,,1109.0,,,2403.0,21450000.0,,- 22.28%,,Equity,2020-07-14
0,ProShares Ultra MSCI EAFE,31.96,31.88 - 32.44,,31.88,17.62 - 45.26,,306.0,,,3161.0,9330000.0,,- 15.89%,,Equity,2020-07-14
0,ProShares Short Oil & Gas,30.86,29.77 - 30.72,,30.66,24.01 - 57.25,,3578.0,,,9774.0,4170000.0,,21.71%,,Equity,2020-07-14
0,ProShares MSCI EM Dividend Growers,50.45,49.98 - 50.39,,49.98,35.61 - 61.42,,249.0,,,5288.0,,,- 14.6%,,Equity,2020-07-14
0,ProShares UltraPro MidCap400,46.73,46.54 - 48.78,,46.77,16.95 - 130.29,,6023.0,,,33750.0,37630000.0,,- 54.85%,,Equity,2020-07-14
0,ProShares Short 7-10 Year Treasury,23.76,23.71 - 23.75,,23.71,23.01 - 28,,5068.0,,,11583.0,33070000.0,,- 12.1%,,,2020-07-14
0,ProShares MSCI Europe Dividend Growers,41.35,41.9 - 42,,41.96,29.21 - 45.59,,3659.0,,,616.0,5240000.0,,4.27%,,Equity,2020-07-14
0,ProShares Short MidCap400,39.89,39.3 - 40.12,,40.07,36.5 - 64.04,,19067.0,,,36084.0,16920000.0,,- 7.55%,,Equity,2020-07-14
0,ProShares UltraShort Consumer Goods,8.24,7.96 - 8.23,,8.22,7.76 - 19.56,,1727.0,,,2513.0,2890000.0,,- 37.62%,,Equity,2020-07-14
0,ProShares Ultra Consumer Services,122.4,124.38 - 124.38,,124.38,53.53 - 132.15,,468.0,,,1696.0,19690000.0,,2.97%,,Equity,2020-07-14
0,ProShares Global Listed Private Equity,25.33,25.74 - 25.78,,25.78,17.8 - 36.03,,130.0,,,3001.0,13970000.0,,- 26.37%,,Equity,2020-07-14
0,ProShares UltraShort SmallCap600,10.62,10.27 - 10.69,,10.6,8.66 - 27.97,,32391.0,,,66242.0,2590000.0,,- 23.85%,,Equity,2020-07-14
0,ProShares UltraShort Health Care,12.91,12.33 - 13,,12.84,12.33 - 28.42,,9481.0,,,8197.0,2610000.0,,- 42.38%,,Equity,2020-07-14
0,ProShares UltraShort MSCI EAFE,19.23,18.64 - 19.1,,19.1,18.51 - 40.09,,73860.0,,,7347.0,4620000.0,,- 18.73%,,Equity,2020-07-14
0,ProShares Ultra MSCI Japan,32.03,32.21 - 32.41,,32.21,17.75 - 39.61,,129.0,,,822.0,9490000.0,,- 2.11%,,Equity,2020-07-14
0,ProShares Ultra Consumer Goods,48.56,48.9 - 50.15,,48.9,24.4 - 58.51,,4023.0,,,2786.0,13710000.0,,7.39%,,Equity,2020-07-14
0,ProShares UltraShort Consumer Services,9.07,8.88 - 9.32,,9.32,8.4 - 26.2,,13113.0,,,6736.0,2100000.0,,- 33.01%,,Equity,2020-07-14
0,ProShares SP 500 ex Health Care,65.54,66.33 - 66.33,,66.33,45.87 - 71.06,,2.0,,,268.0,1200000.0,,5.07%,,Equity,2020-07-14
0,ProShares Short SmallCap600,31.52,31.05 - 31.51,,31.51,28.35 - 50.07,,10528.0,,,31706.0,17480000.0,,- 4.96%,,Equity,2020-07-14
0,ProShares Morningstar Alternatives Solution,34.64,34.77 - 34.77,,34.77,30 - 38.81,,7.0,,,792.0,15440000.0,,- 6.98%,,Other,2020-07-14
0,ProShares SP 500 ex Technology,54.91,55.15 - 55.69,,55.15,39.55 - 61.25,,112.0,,,517.0,1140000.0,,- 1.1%,,Equity,2020-07-14
0,ProShares Equities for Rising Rates,29.04,29.39 - 29.61,,29.39,20.2 - 43.9,,204.0,,,563.0,,,- 28.39%,,Equity,2020-07-14
0,ProShares S&P 500 ex Energy,68.39,67.96 - 69.26,,68.13,47.01 - 72.9,,3549.0,,,1680.0,9480000.0,,8.58%,,Equity,2020-07-14
0,ProShares Ultra SmallCap600,57.53,56.93 - 59.35,,56.93,32.22 - 113.78,,362.0,,,4001.0,25900000.0,,- 37.69%,,Equity,2020-07-14
